_id,formula,crystal_system,space_group_symbol,Sites
671e1961ab159a6f6ac9fdd6,C8,cubic,Fd-3m,8
671e1961ab159a6f6ac9fdd7,C12,trigonal,R-3m,12
671e1961ab159a6f6ac9fdd8,C10,cubic,Fd-3m,10
671e1961ab159a6f6ac9fdd9,C8,cubic,I4_132,8
671e1961ab159a6f6ac9fdda,C6,cubic,Im-3m,6
671e1961ab159a6f6ac9fddb,C12,cubic,Im-3m,12
671e1961ab159a6f6ac9fddc,C3,hexagonal,P6_222,3
671e1961ab159a6f6ac9fddd,C12,cubic,I4_132,12
671e1961ab159a6f6ac9fdde,C24,cubic,Ia-3d,24
671e1961ab159a6f6ac9fddf,C8,tetragonal,I4_1/amd,8
671e1961ab159a6f6ac9fde0,C16,monoclinic,C2/c,16
671e1961ab159a6f6ac9fde1,C12,tetragonal,I4_1/amd,12
671e1961ab159a6f6ac9fde2,C16,monoclinic,C2/c,16
671e1961ab159a6f6ac9fde3,C16,tetragonal,I4_1/amd,16
671e1961ab159a6f6ac9fde4,C8,cubic,Ia-3,8
671e1961ab159a6f6ac9fde5,C6,hexagonal,P6_222,6
671e1961ab159a6f6ac9fde6,C6,hexagonal,P6_422,6
671e1961ab159a6f6ac9fde7,C6,trigonal,R-3m,6
671e1961ab159a6f6ac9fde8,C8,tetragonal,I4_1/amd,8
671e1961ab159a6f6ac9fde9,C6,trigonal,R-3m,6
671e1961ab159a6f6ac9fdea,C36,trigonal,R-3m,36
671e1961ab159a6f6ac9fdeb,C18,trigonal,R-3m,18
671e1961ab159a6f6ac9fdec,C6,hexagonal,P6_122,6
671e1961ab159a6f6ac9fded,C16,orthorhombic,Fddd,16
671e1961ab159a6f6ac9fdee,C9,trigonal,R32,9
671e1961ab159a6f6ac9fdef,C12,cubic,I432,12
671e1961ab159a6f6ac9fdf0,C32,cubic,Fd-3m,32
671e1961ab159a6f6ac9fdf1,C16,cubic,Fd-3m,16
671e1961ab159a6f6ac9fdf2,C8,cubic,Pn-3m,8
671e1961ab159a6f6ac9fdf3,C16,cubic,Pn-3m,16
671e1961ab159a6f6ac9fdf4,C4,hexagonal,P6_3/mmc,4
671e1961ab159a6f6ac9fdf5,C6,hexagonal,P-6m2,6
671e1961ab159a6f6ac9fdf6,C16,cubic,Im-3m,16
671e1961ab159a6f6ac9fdf7,C32,cubic,Im-3m,32
671e1961ab159a6f6ac9fdf8,C48,cubic,Im-3m,48
671e1961ab159a6f6ac9fdf9,C80,cubic,Im-3m,80
671e1961ab159a6f6ac9fdfa,C24,cubic,Pn-3m,24
671e1961ab159a6f6ac9fdfb,C8,orthorhombic,I2_12_12_1,8
671e1961ab159a6f6ac9fdfc,C16,tetragonal,I4_1/amd,16
671e1961ab159a6f6ac9fdfd,C48,cubic,Im-3m,48
671e1961ab159a6f6ac9fdfe,C96,cubic,Fd-3m,96
671e1961ab159a6f6ac9fdff,C6,hexagonal,P6_122,6
671e1961ab159a6f6ac9fe00,C4,tetragonal,P4_122,4
671e1961ab159a6f6ac9fe01,C6,hexagonal,P6_3/mmc,6
671e1961ab159a6f6ac9fe02,C24,cubic,Pa-3,24
671e1961ab159a6f6ac9fe03,C8,tetragonal,I4/mmm,8
671e1961ab159a6f6ac9fe04,C24,tetragonal,I4/mmm,24
671e1961ab159a6f6ac9fe05,C40,tetragonal,I4/mmm,40
671e1961ab159a6f6ac9fe06,C40,tetragonal,I4/mmm,40
671e1961ab159a6f6ac9fe07,C48,cubic,Im-3m,48
671e1961ab159a6f6ac9fe08,C16,tetragonal,I4_1/a,16
671e1961ab159a6f6ac9fe09,C8,orthorhombic,Imma,8
671e1961ab159a6f6ac9fe0a,C8,orthorhombic,Pccn,8
671e1961ab159a6f6ac9fe0b,C16,tetragonal,I4_1/acd,16
671e1961ab159a6f6ac9fe0c,C18,trigonal,R-3m,18
671e1961ab159a6f6ac9fe0d,C48,cubic,Im-3m,48
671e1961ab159a6f6ac9fe0e,C48,cubic,I4_132,48
671e1961ab159a6f6ac9fe0f,C16,tetragonal,I4_1/amd,16
671e1961ab159a6f6ac9fe10,C12,hexagonal,P6_3/mmc,12
671e1961ab159a6f6ac9fe11,C16,tetragonal,I4/mmm,16
671e1961ab159a6f6ac9fe12,C16,tetragonal,I4/mcm,16
671e1961ab159a6f6ac9fe13,C24,cubic,Pm-3m,24
671e1961ab159a6f6ac9fe14,C96,cubic,Fm-3m,96
671e1961ab159a6f6ac9fe15,C12,hexagonal,P6_3/mmc,12
671e1961ab159a6f6ac9fe16,C8,tetragonal,P4_2/mmc,8
671e1961ab159a6f6ac9fe17,C16,orthorhombic,Cmce,16
671e1961ab159a6f6ac9fe18,C16,orthorhombic,Cmcm,16
671e1961ab159a6f6ac9fe19,C32,tetragonal,I4/mcm,32
671e1961ab159a6f6ac9fe1a,C24,hexagonal,P6_3/mcm,24
671e1961ab159a6f6ac9fe1b,C32,tetragonal,I4/mmm,32
671e1961ab159a6f6ac9fe1c,C36,trigonal,R-3m,36
671e1961ab159a6f6ac9fe1d,C24,hexagonal,P6/mcc,24
671e1961ab159a6f6ac9fe1e,C6,hexagonal,P6_222,6
671e1961ab159a6f6ac9fe1f,C12,tetragonal,I-42d,12
671e1961ab159a6f6ac9fe20,C40,cubic,Fm-3m,40
671e1961ab159a6f6ac9fe21,C80,cubic,Fm-3m,80
671e1961ab159a6f6ac9fe22,C6,tetragonal,P4_2/mmc,6
671e1961ab159a6f6ac9fe23,C6,tetragonal,P4_2/mmc,6
671e1961ab159a6f6ac9fe24,C6,orthorhombic,Cmmm,6
671e1961ab159a6f6ac9fe25,C12,tetragonal,I-42d,12
671e1961ab159a6f6ac9fe26,C20,cubic,Pm-3m,20
671e1961ab159a6f6ac9fe27,C12,orthorhombic,Cmcm,12
671e1961ab159a6f6ac9fe28,C12,tetragonal,P4_12_12,12
671e1961ab159a6f6ac9fe29,C40,cubic,Im-3,40
671e1961ab159a6f6ac9fe2a,C12,tetragonal,P4_2/mnm,12
671e1961ab159a6f6ac9fe2b,C16,orthorhombic,Imma,16
671e1961ab159a6f6ac9fe2c,C12,tetragonal,I-4m2,12
671e1961ab159a6f6ac9fe2d,C8,orthorhombic,Cmmm,8
671e1961ab159a6f6ac9fe2e,C18,trigonal,R32,18
671e1961ab159a6f6ac9fe2f,C12,tetragonal,P4_2/ncm,12
671e1961ab159a6f6ac9fe30,C8,tetragonal,P4_2/mmc,8
671e1961ab159a6f6ac9fe31,C24,tetragonal,I4/mcm,24
671e1961ab159a6f6ac9fe32,C8,hexagonal,P6_3/mmc,8
671e1961ab159a6f6ac9fe33,C12,hexagonal,P6_3/mmc,12
671e1961ab159a6f6ac9fe34,C10,hexagonal,P6/mmm,10
671e1961ab159a6f6ac9fe35,C12,orthorhombic,Immm,12
671e1961ab159a6f6ac9fe36,C8,orthorhombic,I2_12_12_1,8
671e1961ab159a6f6ac9fe37,C12,hexagonal,P6/mmm,12
671e1961ab159a6f6ac9fe38,C8,tetragonal,P4/mmm,8
671e1961ab159a6f6ac9fe39,C54,trigonal,R-3c,54
671e1961ab159a6f6ac9fe3a,C60,cubic,Im-3m,60
671e1961ab159a6f6ac9fe3b,C24,trigonal,R-3,24
671e1961ab159a6f6ac9fe3c,C16,hexagonal,P6_3/mmc,16
671e1961ab159a6f6ac9fe3d,C12,orthorhombic,Cmcm,12
671e1961ab159a6f6ac9fe3e,C16,orthorhombic,Cmmm,16
671e1961ab159a6f6ac9fe3f,C12,tetragonal,P4_2/mmc,12
671e1962ab159a6f6ac9fe40,C12,orthorhombic,Immm,12
671e1962ab159a6f6ac9fe41,C16,hexagonal,P6_3/mmc,16
671e1962ab159a6f6ac9fe42,C12,hexagonal,P6/mmm,12
671e1962ab159a6f6ac9fe43,C16,orthorhombic,Cmmm,16
671e1962ab159a6f6ac9fe44,C12,tetragonal,P4_2/mmc,12
671e1962ab159a6f6ac9fe45,C24,hexagonal,P6/mmm,24
671e1962ab159a6f6ac9fe46,C16,tetragonal,P4/mmm,16
671e1962ab159a6f6ac9fe47,C16,orthorhombic,Cmcm,16
671e1962ab159a6f6ac9fe48,C8,monoclinic,C2,8
671e1962ab159a6f6ac9fe49,C24,orthorhombic,Cmce,24
671e1962ab159a6f6ac9fe4a,C12,monoclinic,C2/m,12
671e1962ab159a6f6ac9fe4b,C24,tetragonal,P4_2/mmc,24
671e1962ab159a6f6ac9fe4c,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe4d,C16,orthorhombic,Cmmm,16
671e1962ab159a6f6ac9fe4e,C24,orthorhombic,Imma,24
671e1962ab159a6f6ac9fe4f,C24,orthorhombic,Cmme,24
671e1962ab159a6f6ac9fe50,C32,orthorhombic,Cmce,32
671e1962ab159a6f6ac9fe51,C32,orthorhombic,Cccm,32
671e1962ab159a6f6ac9fe52,C12,monoclinic,C2/c,12
671e1962ab159a6f6ac9fe53,C24,hexagonal,P6_3/mcm,24
671e1962ab159a6f6ac9fe54,C88,cubic,Fm-3,88
671e1962ab159a6f6ac9fe55,C88,cubic,Fm-3m,88
671e1962ab159a6f6ac9fe56,C12,tetragonal,I-4m2,12
671e1962ab159a6f6ac9fe57,C14,hexagonal,P6/mmm,14
671e1962ab159a6f6ac9fe58,C20,orthorhombic,Imma,20
671e1962ab159a6f6ac9fe59,C12,orthorhombic,Cmmm,12
671e1962ab159a6f6ac9fe5a,C16,orthorhombic,Immm,16
671e1962ab159a6f6ac9fe5b,C12,orthorhombic,Cmmm,12
671e1962ab159a6f6ac9fe5c,C16,hexagonal,P6/mmm,16
671e1962ab159a6f6ac9fe5d,C20,cubic,P2_13,20
671e1962ab159a6f6ac9fe5e,C18,hexagonal,P6/mmm,18
671e1962ab159a6f6ac9fe5f,C28,cubic,Pm-3,28
671e1962ab159a6f6ac9fe60,C8,monoclinic,C2,8
671e1962ab159a6f6ac9fe61,C16,orthorhombic,C222_1,16
671e1962ab159a6f6ac9fe62,C20,tetragonal,P4/mbm,20
671e1962ab159a6f6ac9fe63,C12,monoclinic,C2/m,12
671e1962ab159a6f6ac9fe64,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe65,C20,tetragonal,P4_12_12,20
671e1962ab159a6f6ac9fe66,C20,orthorhombic,Cmmm,20
671e1962ab159a6f6ac9fe67,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe68,C16,monoclinic,C2/m,16
671e1962ab159a6f6ac9fe69,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe6a,C24,orthorhombic,Immm,24
671e1962ab159a6f6ac9fe6b,C12,monoclinic,P2_1/m,12
671e1962ab159a6f6ac9fe6c,C20,orthorhombic,Pmma,20
671e1962ab159a6f6ac9fe6d,C40,orthorhombic,Cmmm,40
671e1962ab159a6f6ac9fe6e,C16,orthorhombic,Pmmm,16
671e1962ab159a6f6ac9fe6f,C18,trigonal,P3_212,18
671e1962ab159a6f6ac9fe70,C54,trigonal,R-3m,54
671e1962ab159a6f6ac9fe71,C84,cubic,F23,84
671e1962ab159a6f6ac9fe72,C46,cubic,I-43m,46
671e1962ab159a6f6ac9fe73,C14,tetragonal,P4_2/mmc,14
671e1962ab159a6f6ac9fe74,C10,hexagonal,P-6m2,10
671e1962ab159a6f6ac9fe75,C28,orthorhombic,Cmcm,28
671e1962ab159a6f6ac9fe76,C16,tetragonal,P4_2/mmc,16
671e1962ab159a6f6ac9fe77,C24,trigonal,R-3m,24
671e1962ab159a6f6ac9fe78,C16,orthorhombic,Cmmm,16
671e1962ab159a6f6ac9fe79,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe7a,C24,orthorhombic,Cmcm,24
671e1962ab159a6f6ac9fe7b,C10,orthorhombic,P222_1,10
671e1962ab159a6f6ac9fe7c,C24,orthorhombic,Cmmm,24
671e1962ab159a6f6ac9fe7d,C16,orthorhombic,Pnma,16
671e1962ab159a6f6ac9fe7e,C16,monoclinic,C2/m,16
671e1962ab159a6f6ac9fe7f,C16,orthorhombic,Pbam,16
671e1962ab159a6f6ac9fe80,C24,orthorhombic,Imma,24
671e1962ab159a6f6ac9fe81,C28,orthorhombic,Immm,28
671e1962ab159a6f6ac9fe82,C16,monoclinic,C2/m,16
671e1962ab159a6f6ac9fe83,C8,monoclinic,P2/m,8
671e1962ab159a6f6ac9fe84,C36,orthorhombic,Immm,36
671e1962ab159a6f6ac9fe85,C40,orthorhombic,Immm,40
671e1962ab159a6f6ac9fe86,C16,orthorhombic,Pmmn,16
671e1962ab159a6f6ac9fe87,C32,orthorhombic,Cmmm,32
671e1962ab159a6f6ac9fe88,C48,orthorhombic,Imma,48
671e1962ab159a6f6ac9fe89,C32,monoclinic,C2/m,32
671e1962ab159a6f6ac9fe8a,C12,orthorhombic,Imm2,12
671e1962ab159a6f6ac9fe8b,C30,hexagonal,P6/mmm,30
671e1962ab159a6f6ac9fe8c,C28,tetragonal,I-4,28
671e1962ab159a6f6ac9fe8d,C45,trigonal,R32,45
671e1962ab159a6f6ac9fe8e,C16,orthorhombic,Pmmn,16
671e1962ab159a6f6ac9fe8f,C32,monoclinic,C2/c,32
671e1962ab159a6f6ac9fe90,C10,monoclinic,P2_1/m,10
671e1962ab159a6f6ac9fe91,C20,monoclinic,C2/m,20
671e1962ab159a6f6ac9fe92,C20,monoclinic,C2/m,20
671e1962ab159a6f6ac9fe93,C10,triclinic,P-1,10
671e1962ab159a6f6ac9fe94,C20,monoclinic,P2_1/m,20
671e1962ab159a6f6ac9fe95,C32,orthorhombic,Cmmm,32
671e1962ab159a6f6ac9fe96,C12,orthorhombic,Pmma,12
671e1962ab159a6f6ac9fe97,C12,orthorhombic,Pmn2_1,12
671e1962ab159a6f6ac9fe98,C24,orthorhombic,Pnma,24
671e1962ab159a6f6ac9fe99,C20,orthorhombic,Amm2,20
671e1962ab159a6f6ac9fe9a,C20,orthorhombic,Pmma,20
671e1962ab159a6f6ac9fe9b,C24,monoclinic,C2/m,24
671e1962ab159a6f6ac9fe9c,C24,monoclinic,C2/m,24
671e1962ab159a6f6ac9fe9d,C24,orthorhombic,Pbam,24
671e1962ab159a6f6ac9fe9e,C32,monoclinic,C2/m,32
671e1962ab159a6f6ac9fe9f,C20,monoclinic,P2/m,20
671e1962ab159a6f6ac9fea0,C24,orthorhombic,Pmmn,24
671e1962ab159a6f6ac9fea1,C24,orthorhombic,Pmma,24
671e1962ab159a6f6ac9fea2,C40,orthorhombic,Cmcm,40
671e1962ab159a6f6ac9fea3,C24,orthorhombic,Pmmn,24
671e1962ab159a6f6ac9fea4,C18,orthorhombic,P222_1,18
671e1962ab159a6f6ac9fea5,C40,orthorhombic,Imma,40
671e1962ab159a6f6ac9fea6,C28,orthorhombic,Pnma,28
671e1962ab159a6f6ac9fea7,C56,orthorhombic,Immm,56
671e1962ab159a6f6ac9fea8,C14,monoclinic,P2_1/m,14
671e1962ab159a6f6ac9fea9,C28,monoclinic,C2/m,28
671e1962ab159a6f6ac9feaa,C28,monoclinic,C2/m,28
671e1962ab159a6f6ac9feab,C28,monoclinic,P2_1/c,28
671e1962ab159a6f6ac9feac,C40,monoclinic,C2/m,40
671e1962ab159a6f6ac9fead,C28,monoclinic,P2_1/m,28
671e1962ab159a6f6ac9feae,C16,orthorhombic,Pmma,16
671e1962ab159a6f6ac9feaf,C32,orthorhombic,Cmmm,32
671e1962ab159a6f6ac9feb0,C32,monoclinic,C2/m,32
671e1962ab159a6f6ac9feb1,C32,monoclinic,C2/m,32
671e1962ab159a6f6ac9feb2,C16,monoclinic,P2/m,16
671e1962ab159a6f6ac9feb3,C16,monoclinic,P2/m,16
671e1962ab159a6f6ac9feb4,C16,monoclinic,P2/m,16
671e1962ab159a6f6ac9feb5,C16,monoclinic,P2/m,16
671e1962ab159a6f6ac9feb6,C32,monoclinic,C2,32
671e1962ab159a6f6ac9feb7,C18,monoclinic,P2_1/m,18
671e1962ab159a6f6ac9feb8,C36,monoclinic,C2/m,36
671e1962ab159a6f6ac9feb9,C20,monoclinic,P2/m,20
671e1962ab159a6f6ac9feba,C56,orthorhombic,Cmcm,56
671e1962ab159a6f6ac9febb,C20,orthorhombic,Pmn2_1,20
671e1962ab159a6f6ac9febc,C32,monoclinic,Cm,32
671e1962ab159a6f6ac9febd,C20,triclinic,P-1,20
671e1962ab159a6f6ac9febe,C20,triclinic,P-1,20
671e1962ab159a6f6ac9febf,C56,orthorhombic,Cmmm,56
671e1962ab159a6f6ac9fec0,C44,monoclinic,C2/m,44
671e1962ab159a6f6ac9fec1,C22,triclinic,P-1,22
671e1962ab159a6f6ac9fec2,C24,orthorhombic,Pmc2_1,24
671e1962ab159a6f6ac9fec3,C48,monoclinic,C2/m,48
671e1962ab159a6f6ac9fec4,C48,monoclinic,C2/m,48
671e1962ab159a6f6ac9fec5,C24,monoclinic,P2/m,24
671e1962ab159a6f6ac9fec6,C24,monoclinic,P2/m,24
671e1962ab159a6f6ac9fec7,C24,monoclinic,P2/m,24
671e1962ab159a6f6ac9fec8,C14,monoclinic,Pm,14
671e1962ab159a6f6ac9fec9,C16,monoclinic,Pm,16
671e1962ab159a6f6ac9feca,C32,monoclinic,Cm,32
671e1962ab159a6f6ac9fecb,C36,monoclinic,Cm,36
671e1962ab159a6f6ac9fecc,C40,monoclinic,Cm,40
671e1962ab159a6f6ac9fecd,C20,monoclinic,Pm,20
671e1962ab159a6f6ac9fece,C22,monoclinic,Pm,22
671e1962ab159a6f6ac9fecf,C24,monoclinic,Pm,24
671e1962ab159a6f6ac9fed0,C24,tetragonal,I-42d,24
671e1962ab159a6f6ac9fed1,C20,orthorhombic,Imm2,20
671e1962ab159a6f6ac9fed2,C24,monoclinic,C2,24
671e1962ab159a6f6ac9fed3,C14,triclinic,P-1,14
671e1962ab159a6f6ac9fed4,C14,monoclinic,P2_1/m,14
671e1962ab159a6f6ac9fed5,C8,triclinic,P1,8
671e1962ab159a6f6ac9fed6,C28,monoclinic,Cm,28
671e1962ab159a6f6ac9fed7,C8,triclinic,P-1,8
671e1962ab159a6f6ac9fed8,C10,monoclinic,P2_1/m,10
671e1962ab159a6f6ac9fed9,C20,orthorhombic,Imma,20
671e1963ab159a6f6ac9feda,C24,orthorhombic,C222_1,24
671e1963ab159a6f6ac9fedb,C12,monoclinic,C2/c,12
671e1963ab159a6f6ac9fedc,C20,orthorhombic,I2_12_12_1,20
671e1963ab159a6f6ac9fedd,C24,orthorhombic,Fmmm,24
671e1963ab159a6f6ac9fede,C10,triclinic,P-1,10
671e1963ab159a6f6ac9fedf,C20,monoclinic,C2/c,20
671e1963ab159a6f6ac9fee0,C12,triclinic,P-1,12
671e1963ab159a6f6ac9fee1,C14,orthorhombic,I222,14
671e1963ab159a6f6ac9fee2,C6,orthorhombic,Pmma,6
671e1963ab159a6f6ac9fee3,C12,triclinic,P-1,12
671e1963ab159a6f6ac9fee4,C28,monoclinic,C2,28
671e1963ab159a6f6ac9fee5,C24,orthorhombic,Ima2,24
671e1963ab159a6f6ac9fee6,C28,monoclinic,C2/c,28
671e1963ab159a6f6ac9fee7,C16,monoclinic,C2/c,16
671e1963ab159a6f6ac9fee8,C14,triclinic,P-1,14
671e1963ab159a6f6ac9fee9,C12,monoclinic,P2_1,12
671e1963ab159a6f6ac9feea,C12,monoclinic,P2_1,12
671e1963ab159a6f6ac9feeb,C28,monoclinic,C2,28
671e1963ab159a6f6ac9feec,C28,monoclinic,C2,28
671e1963ab159a6f6ac9feed,C16,monoclinic,C2,16
671e1963ab159a6f6ac9feee,C32,orthorhombic,Cmcm,32
671e1963ab159a6f6ac9feef,C32,monoclinic,C2,32
671e1963ab159a6f6ac9fef0,C32,orthorhombic,C222_1,32
671e1963ab159a6f6ac9fef1,C32,monoclinic,C2,32
671e1963ab159a6f6ac9fef2,C32,tetragonal,I4_1/a,32
671e1963ab159a6f6ac9fef3,C16,triclinic,P1,16
671e1963ab159a6f6ac9fef4,C64,orthorhombic,Fdd2,64
671e1963ab159a6f6ac9fef5,C16,triclinic,P-1,16
671e1963ab159a6f6ac9fef6,C32,orthorhombic,C222_1,32
671e1963ab159a6f6ac9fef7,C16,monoclinic,P2_1,16
671e1963ab159a6f6ac9fef8,C32,orthorhombic,Immm,32
671e1963ab159a6f6ac9fef9,C16,triclinic,P-1,16
671e1963ab159a6f6ac9fefa,C32,monoclinic,C2/c,32
671e1963ab159a6f6ac9fefb,C32,monoclinic,C2,32
671e1963ab159a6f6ac9fefc,C16,monoclinic,P2_1,16
671e1963ab159a6f6ac9fefd,C16,orthorhombic,Cmmm,16
671e1963ab159a6f6ac9fefe,C28,monoclinic,C2/m,28
671e1963ab159a6f6ac9feff,C14,orthorhombic,Imm2,14
671e1963ab159a6f6ac9ff00,C28,tetragonal,I-42d,28
671e1963ab159a6f6ac9ff01,C24,orthorhombic,Cmcm,24
671e1963ab159a6f6ac9ff02,C20,orthorhombic,Cmmm,20
671e1963ab159a6f6ac9ff03,C20,orthorhombic,Cccm,20
671e1963ab159a6f6ac9ff04,C24,monoclinic,C2/m,24
671e1963ab159a6f6ac9ff05,C24,monoclinic,C2/m,24
671e1963ab159a6f6ac9ff06,C12,orthorhombic,Pmmn,12
671e1963ab159a6f6ac9ff07,C16,monoclinic,C2/m,16
671e1963ab159a6f6ac9ff08,C28,orthorhombic,Fmmm,28
671e1963ab159a6f6ac9ff09,C10,triclinic,P-1,10
671e1963ab159a6f6ac9ff0a,C10,monoclinic,C2,10
671e1963ab159a6f6ac9ff0b,C40,orthorhombic,Fddd,40
671e1963ab159a6f6ac9ff0c,C16,monoclinic,P2_1/c,16
671e1963ab159a6f6ac9ff0d,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff0e,C16,monoclinic,P2_1,16
671e1963ab159a6f6ac9ff0f,C16,monoclinic,P2_1/c,16
671e1963ab159a6f6ac9ff10,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff11,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff12,C32,orthorhombic,C222_1,32
671e1963ab159a6f6ac9ff13,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff14,C32,monoclinic,C2,32
671e1963ab159a6f6ac9ff15,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff16,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff17,C32,monoclinic,C2/m,32
671e1963ab159a6f6ac9ff18,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff19,C32,monoclinic,C2,32
671e1963ab159a6f6ac9ff1a,C32,monoclinic,C2,32
671e1963ab159a6f6ac9ff1b,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff1c,C32,monoclinic,C2,32
671e1963ab159a6f6ac9ff1d,C16,monoclinic,P2_1,16
671e1963ab159a6f6ac9ff1e,C32,monoclinic,C2/m,32
671e1963ab159a6f6ac9ff1f,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff20,C24,monoclinic,C2/m,24
671e1963ab159a6f6ac9ff21,C10,orthorhombic,Cmmm,10
671e1963ab159a6f6ac9ff22,C12,triclinic,P-1,12
671e1963ab159a6f6ac9ff23,C16,orthorhombic,Cmm2,16
671e1963ab159a6f6ac9ff24,C8,monoclinic,C2/m,8
671e1963ab159a6f6ac9ff25,C16,monoclinic,C2/c,16
671e1963ab159a6f6ac9ff26,C12,triclinic,P-1,12
671e1963ab159a6f6ac9ff27,C12,monoclinic,P2_1,12
671e1963ab159a6f6ac9ff28,C12,triclinic,P-1,12
671e1963ab159a6f6ac9ff29,C12,monoclinic,P2_1,12
671e1963ab159a6f6ac9ff2a,C18,trigonal,R-3m,18
671e1963ab159a6f6ac9ff2b,C5,monoclinic,C2/m,5
671e1963ab159a6f6ac9ff2c,C14,triclinic,P1,14
671e1963ab159a6f6ac9ff2d,C10,triclinic,P1,10
671e1963ab159a6f6ac9ff2e,C16,orthorhombic,Imma,16
671e1963ab159a6f6ac9ff2f,C32,monoclinic,C2/m,32
671e1963ab159a6f6ac9ff30,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff31,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff32,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff33,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff34,C32,orthorhombic,Imma,32
671e1963ab159a6f6ac9ff35,C32,monoclinic,Cm,32
671e1963ab159a6f6ac9ff36,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff37,C16,monoclinic,P2/c,16
671e1963ab159a6f6ac9ff38,C32,monoclinic,Cm,32
671e1963ab159a6f6ac9ff39,C32,monoclinic,Cm,32
671e1963ab159a6f6ac9ff3a,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff3b,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff3c,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff3d,C32,monoclinic,Cc,32
671e1963ab159a6f6ac9ff3e,C64,orthorhombic,Fmmm,64
671e1963ab159a6f6ac9ff3f,C32,monoclinic,Cc,32
671e1963ab159a6f6ac9ff40,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff41,C16,monoclinic,P2_1,16
671e1963ab159a6f6ac9ff42,C32,orthorhombic,Amm2,32
671e1963ab159a6f6ac9ff43,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff44,C14,monoclinic,P2/c,14
671e1963ab159a6f6ac9ff45,C24,monoclinic,Cc,24
671e1963ab159a6f6ac9ff46,C24,monoclinic,C2,24
671e1963ab159a6f6ac9ff47,C24,monoclinic,C2/c,24
671e1963ab159a6f6ac9ff48,C12,triclinic,P1,12
671e1963ab159a6f6ac9ff49,C24,monoclinic,C2,24
671e1963ab159a6f6ac9ff4a,C24,monoclinic,C2/c,24
671e1963ab159a6f6ac9ff4b,C12,triclinic,P1,12
671e1963ab159a6f6ac9ff4c,C20,monoclinic,C2/c,20
671e1963ab159a6f6ac9ff4d,C20,orthorhombic,Cmme,20
671e1963ab159a6f6ac9ff4e,C20,monoclinic,C2,20
671e1963ab159a6f6ac9ff4f,C28,monoclinic,C2,28
671e1963ab159a6f6ac9ff50,C20,orthorhombic,C222_1,20
671e1963ab159a6f6ac9ff51,C24,monoclinic,C2,24
671e1963ab159a6f6ac9ff52,C24,monoclinic,C2,24
671e1963ab159a6f6ac9ff53,C12,monoclinic,P2,12
671e1963ab159a6f6ac9ff54,C20,monoclinic,C2,20
671e1963ab159a6f6ac9ff55,C20,orthorhombic,Cmmm,20
671e1963ab159a6f6ac9ff56,C14,orthorhombic,C222,14
671e1963ab159a6f6ac9ff57,C16,triclinic,P1,16
671e1963ab159a6f6ac9ff58,C16,monoclinic,P2_1/m,16
671e1963ab159a6f6ac9ff59,C16,triclinic,P-1,16
671e1963ab159a6f6ac9ff5a,C16,monoclinic,P2_1/c,16
671e1963ab159a6f6ac9ff5b,C16,monoclinic,P2_1/c,16
671e1963ab159a6f6ac9ff5c,C32,monoclinic,C2/c,32
671e1963ab159a6f6ac9ff5d,C32,monoclinic,C2,32
671e1963ab159a6f6ac9ff5e,C14,monoclinic,P2_1,14
671e1963ab159a6f6ac9ff5f,C14,monoclinic,P2_1/m,14
671e1963ab159a6f6ac9ff60,C14,triclinic,P1,14
671e1963ab159a6f6ac9ff61,C14,triclinic,P-1,14
671e1963ab159a6f6ac9ff62,C14,triclinic,P1,14
671e1963ab159a6f6ac9ff63,C24,monoclinic,C2/c,24
671e1963ab159a6f6ac9ff64,C48,orthorhombic,Fmmm,48
671e1963ab159a6f6ac9ff65,C24,orthorhombic,Ama2,24
671e1963ab159a6f6ac9ff66,C24,monoclinic,Cm,24
671e1963ab159a6f6ac9ff67,C24,monoclinic,Cc,24
671e1963ab159a6f6ac9ff68,C10,triclinic,P-1,10
671e1963ab159a6f6ac9ff69,C20,monoclinic,Cc,20
671e1963ab159a6f6ac9ff6a,C32,monoclinic,C2/m,32
