_id,formula,crystal_system,space_group_symbol,Sites
671e197b3d4bc64a5690be5a,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be5b,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be5c,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be5d,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be5e,C4,cubic,I4_132,4
671e197b3d4bc64a5690be5f,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be60,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be61,C1,tetragonal,I4/mmm,1
671e197b3d4bc64a5690be62,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be63,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be64,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be65,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be66,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be67,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be68,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be69,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be6a,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be6b,C4,orthorhombic,Cmme,4
671e197b3d4bc64a5690be6c,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be6d,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be6e,C4,orthorhombic,Cmme,4
671e197b3d4bc64a5690be6f,C3,hexagonal,P6/mmm,3
671e197b3d4bc64a5690be70,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be71,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be72,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be73,C4,cubic,I4_132,4
671e197b3d4bc64a5690be74,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be75,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be76,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be77,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be78,C4,orthorhombic,Cmme,4
671e197b3d4bc64a5690be79,C12,hexagonal,P6_3/mmc,12
671e197b3d4bc64a5690be7a,C8,orthorhombic,Cmmm,8
671e197b3d4bc64a5690be7b,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be7c,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be7d,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be7e,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be7f,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be80,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be81,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be82,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be83,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be84,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be85,C3,hexagonal,P6/mmm,3
671e197b3d4bc64a5690be86,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be87,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be88,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be89,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be8a,C2,cubic,Fd-3m,2
671e197b3d4bc64a5690be8b,C8,hexagonal,P6_3/mmc,8
671e197b3d4bc64a5690be8c,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be8d,C8,orthorhombic,Cmmm,8
671e197b3d4bc64a5690be8e,C3,hexagonal,P6/mmm,3
671e197b3d4bc64a5690be8f,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be90,C1,cubic,Im-3m,1
671e197b3d4bc64a5690be91,C3,hexagonal,P6/mmm,3
671e197b3d4bc64a5690be92,C1,orthorhombic,Pmmm,1
671e197b3d4bc64a5690be93,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be94,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be95,C8,cubic,Ia-3,8
671e197b3d4bc64a5690be96,C1,tetragonal,I4/mmm,1
671e197b3d4bc64a5690be97,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be98,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be99,C16,hexagonal,P6_3/mmc,16
671e197b3d4bc64a5690be9a,C8,cubic,Ia-3,8
671e197b3d4bc64a5690be9b,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690be9c,C4,orthorhombic,Cmme,4
671e197b3d4bc64a5690be9d,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690be9e,C1,tetragonal,I4/mmm,1
671e197b3d4bc64a5690be9f,C2,hexagonal,P6_3/mmc,2
671e197b3d4bc64a5690bea0,C4,orthorhombic,Cmme,4
671e197b3d4bc64a5690bea1,C1,cubic,Fm-3m,1
671e197b3d4bc64a5690bea2,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bea3,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bea4,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bea5,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bea6,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bea7,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bea8,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bea9,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690beaa,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beab,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690beac,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bead,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690beae,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690beaf,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690beb0,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beb1,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beb2,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beb3,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690beb4,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beb5,C1,cubic,Im-3m,1
671e197c3d4bc64a5690beb6,C1,cubic,Im-3m,1
671e197c3d4bc64a5690beb7,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beb8,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690beb9,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beba,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690bebb,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bebc,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bebd,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bebe,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bebf,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bec0,C10,trigonal,R-3m,10
671e197c3d4bc64a5690bec1,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bec2,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bec3,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bec4,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bec5,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bec6,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bec7,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bec8,C4,hexagonal,P6_3/mmc,4
671e197c3d4bc64a5690bec9,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690beca,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690becb,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690becc,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690becd,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bece,C1,cubic,Im-3m,1
671e197c3d4bc64a5690becf,C4,hexagonal,P6_3/mmc,4
671e197c3d4bc64a5690bed0,C3,hexagonal,P6/mmm,3
671e197c3d4bc64a5690bed1,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bed2,C16,orthorhombic,Pnma,16
671e197c3d4bc64a5690bed3,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bed4,C14,trigonal,R-3m,14
671e197c3d4bc64a5690bed5,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690bed6,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bed7,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690bed8,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bed9,C1,cubic,Im-3m,1
671e197c3d4bc64a5690beda,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bedb,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bedc,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bedd,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bede,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bedf,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bee0,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bee1,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bee2,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bee3,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bee4,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bee5,C3,hexagonal,P6/mmm,3
671e197c3d4bc64a5690bee6,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bee7,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bee8,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bee9,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beea,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beeb,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690beec,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beed,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690beee,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690beef,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bef0,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bef1,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bef2,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bef3,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bef4,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bef5,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bef6,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bef7,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bef8,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bef9,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690befa,C1,cubic,Im-3m,1
671e197c3d4bc64a5690befb,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690befc,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690befd,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690befe,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690beff,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf00,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf01,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf02,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf03,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf04,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf05,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf06,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf07,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf08,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bf09,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf0a,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf0b,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bf0c,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf0d,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf0e,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf0f,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf10,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf11,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bf12,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf13,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf14,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf15,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf16,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf17,C3,hexagonal,P6/mmm,3
671e197c3d4bc64a5690bf18,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf19,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf1a,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf1b,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf1c,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf1d,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf1e,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf1f,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf20,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bf21,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf22,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf23,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf24,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf25,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf26,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf27,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf28,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf29,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf2a,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bf2b,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf2c,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bf2d,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf2e,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bf2f,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bf30,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf31,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf32,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf33,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690bf34,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf35,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf36,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf37,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf38,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf39,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf3a,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf3b,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf3c,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf3d,C4,hexagonal,P6_3/mmc,4
671e197c3d4bc64a5690bf3e,C1,orthorhombic,Pmmm,1
671e197c3d4bc64a5690bf3f,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf40,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf41,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf42,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf43,C1,hexagonal,P6/mmm,1
671e197c3d4bc64a5690bf44,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf45,C4,orthorhombic,Cmme,4
671e197c3d4bc64a5690bf46,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf47,C2,hexagonal,P6_3/mmc,2
671e197c3d4bc64a5690bf48,C3,hexagonal,P6/mmm,3
671e197c3d4bc64a5690bf49,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf4a,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf4b,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf4c,C1,cubic,Im-3m,1
671e197c3d4bc64a5690bf4d,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf4e,C1,tetragonal,I4/mmm,1
671e197c3d4bc64a5690bf4f,C1,cubic,Fm-3m,1
671e197c3d4bc64a5690bf50,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf51,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf52,C2,cubic,Fd-3m,2
671e197c3d4bc64a5690bf53,C4,hexagonal,P6_3/mmc,4
671e197c3d4bc64a5690bf54,C1,cubic,Fm-3m,1
671e19864772a229e893699b,C1,cubic,Fm-3m,1
671e19864772a229e893699c,C1,cubic,Pm-3m,1
671e19864772a229e893699d,C4,orthorhombic,Fmmm,4
671e19864772a229e893699e,C29,cubic,I-43m,29
671e19864772a229e893699f,C20,cubic,P4_132,20
671e19864772a229e89369a0,C8,cubic,Pm-3n,8
671e19864772a229e89369a1,C2,orthorhombic,Pmma,2
671e19864772a229e89369a2,C1,cubic,Im-3m,1
671e19864772a229e89369a3,C2,monoclinic,P2_1/m,2
671e19864772a229e89369a4,C2,hexagonal,P6_3/mmc,2
671e19864772a229e89369a5,C4,hexagonal,P6_3/mmc,4
671e19864772a229e89369a6,C2,cubic,Fd-3m,2
671e19864772a229e89369a7,C2,cubic,Fd-3m,2
671e19864772a229e89369a8,C1,tetragonal,I4/mmm,1
671e19864772a229e89369a9,C2,cubic,Fd-3m,2
671e19864772a229e89369aa,C3,hexagonal,P6/mmm,3
671e19864772a229e89369ab,C4,hexagonal,P6_3/mmc,4
671e19864772a229e89369ac,C3,monoclinic,C2/m,3
671e19864772a229e89369ad,C8,orthorhombic,Cmmm,8
671e19864772a229e89369ae,C4,orthorhombic,Cmmm,4
671e19864772a229e89369af,C12,tetragonal,I4/mmm,12
671e19864772a229e89369b0,C12,tetragonal,I4/mmm,12
671e19864772a229e89369b1,C20,tetragonal,I4/mmm,20
671e19864772a229e89369b2,C6,hexagonal,P6_3/mmc,6
671e19864772a229e89369b3,C2,hexagonal,P6_3/mmc,2
671e19864772a229e89369b4,C4,hexagonal,P6_3/mmc,4
671e19864772a229e89369b5,C12,orthorhombic,Cmcm,12
671e19864772a229e89369b6,C12,orthorhombic,Imma,12
671e19864772a229e89369b7,C16,monoclinic,P2/m,16
671e19864772a229e89369b8,C20,orthorhombic,Cmcm,20
671e19864772a229e89369b9,C20,orthorhombic,Imma,20
671e19864772a229e89369ba,C16,monoclinic,C2,16
671e19864772a229e89369bb,C10,monoclinic,C2/m,10
671e19864772a229e89369bc,C6,cubic,Im-3m,6
671e19864772a229e89369bd,C6,orthorhombic,Pmma,6
671e19864772a229e89369be,C12,orthorhombic,Pbcm,12
671e19864772a229e89369bf,C16,trigonal,R-3c,16
671e19864772a229e89369c0,C2,trigonal,R-3m,2
671e19864772a229e89369c1,C4,hexagonal,P6_3/mmc,4
671e19864772a229e89369c2,C24,monoclinic,P2/m,24
671e19864772a229e89369c3,C32,tetragonal,P-42_1c,32
671e19864772a229e89369c4,C32,monoclinic,P2_1/c,32
671e19864772a229e89369c5,C8,cubic,Im-3m,8
671e19864772a229e89369c6,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369c7,C4,trigonal,R-3m,4
671e19874772a229e89369c8,C8,trigonal,R-3m,8
671e19874772a229e89369c9,C12,hexagonal,P6_3mc,12
671e19874772a229e89369ca,C2,trigonal,R-3m,2
671e19874772a229e89369cb,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369cc,C2,trigonal,R-3m,2
671e19874772a229e89369cd,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369ce,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369cf,C8,hexagonal,P6_3/mmc,8
671e19874772a229e89369d0,C12,hexagonal,P6_3/mmc,12
671e19874772a229e89369d1,C16,hexagonal,P6_3/mmc,16
671e19874772a229e89369d2,C10,trigonal,R-3m,10
671e19874772a229e89369d3,C14,trigonal,R-3m,14
671e19874772a229e89369d4,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369d5,C8,orthorhombic,Cmmm,8
671e19874772a229e89369d6,C8,orthorhombic,Cmmm,8
671e19874772a229e89369d7,C8,cubic,Ia-3,8
671e19874772a229e89369d8,C4,hexagonal,P6_3/mmc,4
671e19874772a229e89369d9,C2,trigonal,R-3m,2
671e19874772a229e89369da,C1,cubic,Pm-3m,1
671e19874772a229e89369db,C1,cubic,Pm-3m,1
671e19874772a229e89369dc,C1,cubic,Pm-3m,1
671e19874772a229e89369dd,C16,orthorhombic,Pnma,16
671e19874772a229e89369de,C8,monoclinic,C2/m,8
671e19874772a229e89369df,C4,tetragonal,I4/mmm,4
671e19874772a229e89369e0,C20,cubic,Pm-3m,20
671e19874772a229e89369e1,C4,cubic,I4_132,4
671e19874772a229e89369e2,C2,cubic,Fd-3m,2
671e19874772a229e89369e3,C2,cubic,Fd-3m,2
671e19874772a229e89369e4,C2,cubic,Fd-3m,2
671e19874772a229e89369e5,C2,cubic,Fd-3m,2
671e19874772a229e89369e6,C2,cubic,Fd-3m,2
671e19874772a229e89369e7,C2,cubic,Fd-3m,2
671e19874772a229e89369e8,C2,cubic,Fd-3m,2
671e19874772a229e89369e9,C2,cubic,Fd-3m,2
671e19874772a229e89369ea,C2,cubic,Fd-3m,2
671e19874772a229e89369eb,C2,cubic,Fd-3m,2
671e19874772a229e89369ec,C2,cubic,Fd-3m,2
671e19874772a229e89369ed,C16,orthorhombic,Cmme,16
671e19874772a229e89369ee,C16,orthorhombic,Fmmm,16
671e19874772a229e89369ef,C2,cubic,Fd-3m,2
671e19874772a229e89369f0,C2,cubic,Fd-3m,2
